User_ID,Job_ID,User_Skills,Job_Requirements,User_Skill_Count,Job_Req_Count,Skill_Overlap_Count,Match_Score_Band,Education_Level,Experience_Years,Location,Job_Role
U104209,J204209,"AWS, NumPy, NLP, Java, Statistics, Deep Learning","Power BI, TensorFlow, Docker",6,3,0,Low,Master,5,Chennai,Data Scientist
U104210,J204210,"Tableau, AWS, Docker, Pandas, Machine Learning, NumPy, SQL","Machine Learning, Excel, Data Analysis, Deep Learning",7,4,1,Low,Bachelor,7,Hyderabad,DevOps Engineer
U104211,J204211,"Kubernetes, NumPy, Power BI, Deep Learning","Statistics, NLP, Pandas, Deep Learning, C++",4,5,1,Low,Master,0,Mumbai,ML Engineer
U104212,J204212,"Statistics, Deep Learning, Leadership, Power BI, Excel","Python, Communication, NumPy, Machine Learning",5,4,0,Low,PhD,4,Bangalore,Backend Developer
U104213,J204213,"Machine Learning, C++, SQL, Tableau, TensorFlow, Pandas, NumPy","NumPy, TensorFlow, SQL, Pandas, Data Analysis, Leadership, Excel",7,7,4,Medium,Master,0,Hyderabad,Software Engineer
U104214,J204214,"AWS, NumPy, TensorFlow, C++, SQL, Pandas, Tableau","Kubernetes, Deep Learning, Docker",7,3,0,Low,Bachelor,3,Chennai,Backend Developer
U104215,J204215,"Java, Statistics, Data Analysis, Tableau, Excel, NumPy, TensorFlow","Machine Learning, NLP, Excel, Docker, Tableau",7,5,2,Medium,High School,7,Chennai,DevOps Engineer
U104216,J204216,"Docker, AWS, Machine Learning, Deep Learning, NLP","Excel, Tableau, Statistics, C++, NumPy, Kubernetes",5,6,0,Low,Master,0,Hyderabad,DevOps Engineer
U104217,J204217,"NumPy, Communication, Docker, Excel, Pandas, Kubernetes, TensorFlow","Deep Learning, NLP, Communication, Pandas, Power BI, AWS, Excel",7,7,3,Medium,Bachelor,1,Bangalore,Software Engineer
U104218,J204218,"NLP, Docker, Deep Learning, Kubernetes","Docker, Deep Learning, Machine Learning, AWS, Statistics, Kubernetes, Python",4,7,3,Medium,High School,7,Hyderabad,ML Engineer
U104219,J204219,"Leadership, AWS, Machine Learning, Kubernetes, TensorFlow, Statistics, SQL","Kubernetes, Deep Learning, Java",7,3,1,Medium,Master,1,Bangalore,Business Analyst
U104220,J204220,"Python, NumPy, Communication, C++, Tableau","NumPy, Leadership, AWS, Excel",5,4,1,Low,Bachelor,5,Mumbai,Data Scientist
U104221,J204221,"Leadership, AWS, Tableau, Kubernetes, Data Analysis","Communication, Deep Learning, Pandas, Tableau, Statistics, Data Analysis",5,6,2,Medium,Master,4,Chennai,Data Analyst
U104222,J204222,"Excel, Tableau, Kubernetes, Leadership, Java, Data Analysis, C++","Power BI, NumPy, Leadership, Communication",7,4,1,Low,PhD,2,Delhi,Software Engineer
U104223,J204223,"Deep Learning, NumPy, C++, Power BI, Python, Leadership, Data Analysis","Machine Learning, Communication, SQL, AWS, Python",7,5,1,Low,Master,5,Hyderabad,Software Engineer
U104224,J204224,"NLP, AWS, Data Analysis","NumPy, Kubernetes, Excel",3,3,0,Low,Bachelor,3,Pune,Backend Developer
U104225,J204225,"Tableau, Machine Learning, C++","Power BI, Deep Learning, NLP, Excel, NumPy, Communication, SQL",3,7,0,Low,Master,8,Pune,Business Analyst
U104226,J204226,"Excel, AWS, NumPy, Pandas, SQL","SQL, Leadership, Kubernetes, Deep Learning",5,4,1,Low,Master,3,Mumbai,ML Engineer
U104227,J204227,"Excel, Power BI, AWS, Machine Learning","AWS, C++, Data Analysis",4,3,1,Medium,Master,8,Hyderabad,DevOps Engineer
U104228,J204228,"Data Analysis, NumPy, AWS, C++, Machine Learning, NLP","Data Analysis, Deep Learning, Python, NumPy, Pandas, Machine Learning, Leadership",6,7,3,Medium,Master,1,Chennai,Data Scientist
U104229,J204229,"Tableau, Data Analysis, Statistics, Deep Learning, Pandas, NLP","Communication, Tableau, Machine Learning, TensorFlow, Leadership",6,5,1,Low,High School,8,Chennai,DevOps Engineer
U104230,J204230,"AWS, Tableau, NLP, SQL, Kubernetes, Leadership","Docker, C++, Statistics, Excel, SQL",6,5,1,Low,Master,3,Pune,ML Engineer
U104231,J204231,"Kubernetes, Docker, Leadership","Machine Learning, Power BI, NLP, Pandas, NumPy, Tableau",3,6,0,Low,Master,3,Hyderabad,Data Analyst
U104232,J204232,"Deep Learning, C++, Statistics, Communication, SQL, Leadership","SQL, Tableau, NLP",6,3,1,Medium,Bachelor,4,Chennai,ML Engineer
U104233,J204233,"Power BI, Deep Learning, Machine Learning","Docker, Kubernetes, Machine Learning",3,3,1,Medium,PhD,3,Mumbai,Backend Developer
U104234,J204234,"NLP, Leadership, Pandas, Machine Learning, Deep Learning, Kubernetes","C++, Power BI, Tableau, SQL, Machine Learning",6,5,1,Low,Master,5,Pune,Software Engineer
U104235,J204235,"Machine Learning, SQL, Kubernetes","Data Analysis, NumPy, NLP",3,3,0,Low,High School,10,Hyderabad,Backend Developer
U104236,J204236,"SQL, Python, Tableau, Machine Learning, TensorFlow, NLP, Pandas","Kubernetes, TensorFlow, Communication, NumPy",7,4,1,Low,High School,5,Bangalore,Backend Developer
U104237,J204237,"Communication, Kubernetes, SQL, AWS, Tableau, NLP","Data Analysis, SQL, Communication, Kubernetes, AWS, C++, Python",6,7,4,Medium,High School,0,Delhi,ML Engineer
U104238,J204238,"Docker, Statistics, NLP","Communication, Tableau, Java",3,3,0,Low,PhD,8,Bangalore,Backend Developer
U104239,J204239,"Leadership, SQL, NumPy, Tableau, Machine Learning","AWS, Python, Machine Learning, Pandas, Kubernetes",5,5,1,Low,Bachelor,6,Pune,ML Engineer
U104240,J204240,"NLP, Leadership, Power BI, Tableau, TensorFlow, Kubernetes","SQL, Leadership, Data Analysis",6,3,1,Medium,PhD,6,Pune,Data Analyst
U104241,J204241,"Deep Learning, Statistics, Communication","Communication, NLP, Statistics, Power BI",3,4,2,Medium,Bachelor,5,Bangalore,DevOps Engineer
U104242,J204242,"Docker, Python, Kubernetes","Statistics, Deep Learning, Tableau, TensorFlow, Excel, Communication, Machine Learning",3,7,0,Low,Master,3,Hyderabad,Business Analyst
U104243,J204243,"C++, Deep Learning, Python, Tableau, NumPy, Java, AWS","Java, Tableau, Statistics, AWS, Power BI, Leadership",7,6,3,Medium,Bachelor,7,Pune,Business Analyst
U104244,J204244,"Leadership, Java, Excel, NumPy, Kubernetes","Power BI, NumPy, C++, TensorFlow, Data Analysis",5,5,1,Low,High School,9,Chennai,DevOps Engineer
U104245,J204245,"Java, Communication, Power BI","Data Analysis, SQL, Python, C++, NLP, Docker",3,6,0,Low,High School,9,Chennai,Backend Developer
U104246,J204246,"Power BI, Docker, AWS","Tableau, Power BI, Java, NLP, Excel, TensorFlow, AWS",3,7,2,Low,High School,6,Hyderabad,Data Scientist
U104247,J204247,"Deep Learning, NLP, Excel, Statistics, Kubernetes","Kubernetes, Deep Learning, Pandas, NLP",5,4,3,High,Bachelor,5,Pune,Software Engineer
U104248,J204248,"Java, Kubernetes, Docker","AWS, Python, Docker, C++, SQL, Communication, Data Analysis",3,7,1,Low,High School,4,Bangalore,Data Analyst
U104249,J204249,"Java, NLP, Communication, Docker, Tableau","Docker, TensorFlow, Deep Learning, Python",5,4,1,Low,High School,1,Delhi,Business Analyst
U104250,J204250,"Deep Learning, Power BI, Machine Learning, Tableau, Leadership, Data Analysis","NumPy, Java, Kubernetes, Power BI, Tableau, Communication, SQL",6,7,2,Low,Bachelor,1,Hyderabad,DevOps Engineer
U104251,J204251,"Communication, Power BI, Statistics, NLP, TensorFlow, Java","NLP, Java, Excel, Data Analysis",6,4,2,Medium,Bachelor,1,Delhi,ML Engineer
U104252,J204252,"Tableau, NumPy, SQL, Deep Learning, AWS, Docker, Data Analysis","TensorFlow, NLP, Statistics, Java, Excel",7,5,0,Low,PhD,3,Pune,Software Engineer
U104253,J204253,"Pandas, Leadership, Power BI, NLP, Python, SQL","Tableau, Python, Pandas, Leadership, Statistics, SQL, Communication",6,7,4,Medium,Master,10,Delhi,Backend Developer
U104254,J204254,"Deep Learning, NumPy, Python, Power BI","NumPy, Kubernetes, C++, SQL",4,4,1,Low,High School,9,Delhi,ML Engineer
U104255,J204255,"NLP, C++, Data Analysis","C++, Java, Data Analysis",3,3,2,Medium,Bachelor,1,Mumbai,Business Analyst
U104256,J204256,"SQL, Python, Statistics","Communication, Data Analysis, Machine Learning, Python, Statistics, Tableau",3,6,2,Medium,Bachelor,6,Bangalore,Backend Developer
U104257,J204257,"TensorFlow, Machine Learning, NLP, AWS, Pandas, Tableau","Java, NLP, Power BI, AWS, Tableau",6,5,3,Medium,Bachelor,2,Delhi,ML Engineer
U104258,J204258,"Data Analysis, Python, Docker, Leadership, Power BI, NumPy","Machine Learning, NumPy, Java, Excel, NLP, Pandas",6,6,1,Low,Master,4,Bangalore,Backend Developer
U104259,J204259,"NumPy, Leadership, Kubernetes, Communication, NLP, Power BI","Pandas, Java, NLP, Tableau, Statistics, Leadership, Data Analysis",6,7,2,Low,Bachelor,4,Delhi,Software Engineer
U104260,J204260,"Excel, Communication, Deep Learning","Leadership, SQL, Power BI, TensorFlow, Pandas, Python, Statistics",3,7,0,Low,High School,9,Bangalore,Data Scientist
U104261,J204261,"Communication, Leadership, Docker","C++, NumPy, Statistics, Leadership, Communication, Pandas",3,6,2,Medium,High School,3,Hyderabad,Data Analyst
U104262,J204262,"Pandas, SQL, Tableau, NumPy, AWS, Deep Learning","TensorFlow, Java, Deep Learning, Data Analysis, NumPy, SQL",6,6,3,Medium,PhD,3,Delhi,Data Scientist
U104263,J204263,"C++, Communication, Java, NLP","AWS, Docker, Tableau, Java",4,4,1,Low,PhD,4,Delhi,Data Scientist
U104264,J204264,"Pandas, Communication, Java, Python, Leadership","Kubernetes, Excel, C++, Data Analysis, TensorFlow, NLP",5,6,0,Low,High School,3,Delhi,Data Scientist
U104265,J204265,"Pandas, SQL, AWS, Docker, NumPy, Power BI, Statistics","Power BI, Tableau, NLP, Pandas, TensorFlow",7,5,2,Medium,PhD,3,Hyderabad,Data Analyst
U104266,J204266,"Communication, NumPy, TensorFlow, NLP, Java, Excel","Pandas, Communication, NumPy, Kubernetes, TensorFlow, Tableau, Deep Learning",6,7,3,Medium,Bachelor,10,Chennai,Data Scientist
U104267,J204267,"Deep Learning, Tableau, NumPy, Python, TensorFlow, Docker","C++, Kubernetes, Communication, Excel, Python",6,5,1,Low,Master,4,Bangalore,DevOps Engineer
U104268,J204268,"Machine Learning, Tableau, Communication, TensorFlow","Machine Learning, Excel, AWS, Kubernetes, Power BI, TensorFlow",4,6,2,Medium,PhD,5,Bangalore,Software Engineer
U104269,J204269,"Pandas, NumPy, Tableau, Communication, SQL, Data Analysis, Statistics","Power BI, Tableau, Java, Data Analysis, NumPy, Leadership",7,6,3,Medium,PhD,6,Delhi,Software Engineer
U104270,J204270,"Machine Learning, TensorFlow, NumPy, Statistics, Python, Power BI","SQL, Leadership, C++",6,3,0,Low,High School,1,Bangalore,Data Scientist
U104271,J204271,"Kubernetes, Java, AWS, Tableau","Java, Python, Kubernetes, SQL, AWS",4,5,3,Medium,Master,0,Pune,ML Engineer
U104272,J204272,"Python, Power BI, Leadership, Java, AWS","Python, Power BI, Leadership, Pandas",5,4,3,High,Master,10,Hyderabad,ML Engineer
U104273,J204273,"Statistics, NumPy, C++","Kubernetes, Excel, AWS, Statistics, Communication, Deep Learning, Data Analysis",3,7,1,Low,Master,3,Bangalore,Business Analyst
U104274,J204274,"SQL, Leadership, NLP, Python, AWS","Tableau, Excel, Pandas, Data Analysis, Kubernetes, NumPy",5,6,0,Low,High School,10,Mumbai,Business Analyst
U104275,J204275,"NLP, SQL, Power BI, Docker, Python, Excel","C++, Deep Learning, NumPy, AWS, Machine Learning",6,5,0,Low,High School,1,Chennai,Backend Developer
U104276,J204276,"Pandas, Leadership, NumPy, Java, Excel","NumPy, C++, Docker, Java",5,4,2,Medium,High School,8,Mumbai,Data Analyst
U104277,J204277,"Statistics, NLP, Docker","Docker, Communication, TensorFlow, NumPy, NLP, Pandas",3,6,2,Medium,PhD,0,Pune,Data Analyst
U104278,J204278,"TensorFlow, Machine Learning, Leadership, Statistics, Excel, Communication","Leadership, Deep Learning, TensorFlow, NumPy",6,4,2,Medium,Bachelor,10,Pune,Backend Developer
U104279,J204279,"Data Analysis, Deep Learning, NLP, Machine Learning, Communication, Tableau, Power BI","Tableau, TensorFlow, NumPy",7,3,1,Medium,Master,3,Pune,Business Analyst
U104280,J204280,"Data Analysis, Deep Learning, Communication, SQL, TensorFlow, Power BI","Java, AWS, Machine Learning, Kubernetes, Excel, NumPy",6,6,0,Low,PhD,2,Bangalore,Data Scientist
U104281,J204281,"Python, Machine Learning, Deep Learning","Java, NLP, Kubernetes, Excel",3,4,0,Low,Master,4,Mumbai,DevOps Engineer
U104282,J204282,"Python, SQL, Docker, C++, Leadership, Excel","SQL, AWS, Data Analysis, Leadership, Power BI",6,5,2,Medium,Master,1,Delhi,ML Engineer
U104283,J204283,"Machine Learning, SQL, AWS, Java","Python, Statistics, Data Analysis",4,3,0,Low,Master,6,Bangalore,Business Analyst
U104284,J204284,"Deep Learning, Data Analysis, Python, Tableau","Docker, SQL, Tableau",4,3,1,Medium,High School,6,Bangalore,Backend Developer
U104285,J204285,"C++, Python, Data Analysis, AWS, Java","Leadership, Data Analysis, Statistics, Machine Learning, NumPy, Power BI, Excel",5,7,1,Low,Bachelor,7,Pune,Business Analyst
U104286,J204286,"Leadership, TensorFlow, Power BI","Statistics, Java, TensorFlow, Machine Learning",3,4,1,Low,Master,8,Mumbai,ML Engineer
U104287,J204287,"SQL, Leadership, Statistics, Tableau","Tableau, TensorFlow, Power BI",4,3,1,Medium,PhD,0,Bangalore,Data Scientist
U104288,J204288,"NumPy, Kubernetes, AWS, Docker, Java","Statistics, NLP, Tableau, Power BI",5,4,0,Low,Bachelor,0,Delhi,ML Engineer
U104289,J204289,"Python, Power BI, TensorFlow, Communication, Data Analysis, C++, Excel","C++, Excel, Tableau",7,3,2,Medium,High School,3,Chennai,Backend Developer
U104290,J204290,"Tableau, SQL, AWS","C++, NumPy, Java, SQL, Deep Learning, Kubernetes",3,6,1,Low,PhD,5,Delhi,Software Engineer
U104291,J204291,"NumPy, Leadership, Excel, Machine Learning, Kubernetes, NLP, Tableau","Excel, Machine Learning, Statistics, AWS, Data Analysis",7,5,2,Medium,Master,0,Hyderabad,Software Engineer
U104292,J204292,"Statistics, Pandas, NumPy, Machine Learning, AWS, Communication, C++","SQL, Java, NLP",7,3,0,Low,Bachelor,2,Mumbai,ML Engineer
U104293,J204293,"NumPy, TensorFlow, Tableau, Power BI, Deep Learning, Communication, Python","AWS, NLP, Machine Learning",7,3,0,Low,Master,1,Delhi,Data Scientist
U104294,J204294,"Pandas, Leadership, Excel, Tableau, NLP","Docker, Leadership, Statistics, C++, Python, Tableau, Data Analysis",5,7,2,Low,Master,9,Delhi,DevOps Engineer
U104295,J204295,"Power BI, NumPy, Statistics, Data Analysis, C++, Kubernetes, Machine Learning","Communication, Data Analysis, Kubernetes, Machine Learning, Statistics, Power BI",7,6,5,High,PhD,6,Pune,DevOps Engineer
U104296,J204296,"Communication, Machine Learning, Power BI, C++, NLP","NLP, Excel, Tableau, Communication",5,4,2,Medium,High School,2,Chennai,Software Engineer
U104297,J204297,"NLP, Python, Power BI","SQL, Tableau, Pandas, Python, C++",3,5,1,Low,PhD,0,Delhi,ML Engineer
U104298,J204298,"C++, Pandas, Kubernetes, Data Analysis, Leadership","NLP, Java, Data Analysis, SQL, Statistics, NumPy",5,6,1,Low,High School,6,Bangalore,Data Scientist
U104299,J204299,"Communication, Machine Learning, Tableau","Excel, Statistics, Python, Leadership, NLP",3,5,0,Low,PhD,1,Pune,Data Analyst
U104300,J204300,"Machine Learning, Kubernetes, Java, Pandas","Leadership, Java, C++, Data Analysis, Kubernetes, Python",4,6,2,Medium,Master,10,Chennai,Data Scientist
U104301,J204301,"C++, Docker, Kubernetes, Python","AWS, Excel, Leadership, Power BI, NumPy, Data Analysis, TensorFlow",4,7,0,Low,Bachelor,5,Mumbai,ML Engineer
U104302,J204302,"C++, Python, Statistics, AWS, Excel, NumPy","NLP, TensorFlow, Pandas",6,3,0,Low,Master,1,Delhi,Data Scientist
U104303,J204303,"Docker, Leadership, AWS, NLP, Data Analysis","Machine Learning, Docker, Java, Leadership, NLP",5,5,3,Medium,PhD,7,Bangalore,Software Engineer
U104304,J204304,"Tableau, NLP, Excel, Java, Pandas","Deep Learning, Power BI, Machine Learning, Docker",5,4,0,Low,Bachelor,3,Chennai,DevOps Engineer
U104305,J204305,"Python, TensorFlow, Java, AWS","Python, Excel, Docker, C++, Data Analysis, NLP, Communication",4,7,1,Low,High School,2,Chennai,Data Analyst
U104306,J204306,"Excel, Python, Data Analysis","Deep Learning, TensorFlow, Kubernetes, Communication",3,4,0,Low,PhD,5,Chennai,DevOps Engineer
U104307,J204307,"Python, Power BI, Machine Learning, SQL","Excel, TensorFlow, Power BI, Docker, AWS, C++, SQL",4,7,2,Low,High School,3,Chennai,Business Analyst
U104308,J204308,"Kubernetes, NumPy, Leadership, Power BI, TensorFlow, AWS, Excel","Python, Kubernetes, Docker, Pandas",7,4,1,Low,Bachelor,6,Pune,DevOps Engineer
U104309,J204309,"Tableau, SQL, C++, Docker, NLP, Statistics","SQL, Pandas, Deep Learning, NLP",6,4,2,Medium,PhD,4,Chennai,Software Engineer
U104310,J204310,"Power BI, Leadership, SQL, Python","Power BI, Leadership, Communication, Python, Java, C++",4,6,3,Medium,PhD,5,Pune,Backend Developer
U104311,J204311,"Communication, Tableau, Java","Power BI, Tableau, NLP, TensorFlow, SQL",3,5,1,Low,Bachelor,10,Hyderabad,Business Analyst
U104312,J204312,"Tableau, Java, Data Analysis","Java, C++, Excel, Docker",3,4,1,Low,PhD,1,Mumbai,Data Scientist
U104313,J204313,"Power BI, Pandas, Data Analysis, Deep Learning, Excel","Machine Learning, Communication, SQL, Tableau",5,4,0,Low,Master,5,Hyderabad,Backend Developer
U104314,J204314,"SQL, Machine Learning, Pandas, Communication, NLP, Docker, Excel","Statistics, Tableau, Leadership, AWS, TensorFlow, Machine Learning, Kubernetes",7,7,1,Low,Bachelor,4,Hyderabad,Data Analyst
U104315,J204315,"NumPy, Pandas, Statistics, TensorFlow, Excel, Communication","AWS, Excel, NLP, Power BI, Deep Learning, TensorFlow, Data Analysis",6,7,2,Low,PhD,10,Hyderabad,ML Engineer
U104316,J204316,"Statistics, Excel, NumPy, NLP, Communication","C++, Java, Data Analysis, Communication, Kubernetes",5,5,1,Low,PhD,8,Pune,ML Engineer
U104317,J204317,"Java, TensorFlow, Kubernetes, AWS, SQL, Leadership, Docker","Docker, Leadership, TensorFlow, Pandas",7,4,3,High,Bachelor,1,Pune,ML Engineer
U104318,J204318,"Statistics, Data Analysis, NLP","SQL, NumPy, Power BI, AWS, C++, Leadership",3,6,0,Low,PhD,2,Hyderabad,DevOps Engineer
U104319,J204319,"Python, Statistics, Tableau, Excel, Data Analysis, NLP","Data Analysis, Excel, NLP",6,3,3,High,High School,5,Delhi,ML Engineer
U104320,J204320,"Pandas, NLP, Communication, Java","NLP, Leadership, Statistics, Excel, SQL, Machine Learning, Data Analysis",4,7,1,Low,Bachelor,1,Chennai,Data Analyst
U104321,J204321,"SQL, TensorFlow, Leadership, Docker, AWS, Excel, Data Analysis","Pandas, SQL, C++, Python, Data Analysis, Power BI",7,6,2,Medium,PhD,4,Chennai,Business Analyst
U104322,J204322,"Java, SQL, Python","SQL, Deep Learning, Power BI, Pandas",3,4,1,Low,Bachelor,6,Delhi,ML Engineer
U104323,J204323,"Pandas, Data Analysis, Statistics, Leadership","Machine Learning, Kubernetes, SQL, Leadership",4,4,1,Low,High School,9,Hyderabad,Data Analyst
U104324,J204324,"Deep Learning, TensorFlow, Kubernetes, Java, Statistics","TensorFlow, Machine Learning, Communication, Power BI",5,4,1,Low,High School,4,Delhi,Data Scientist
U104325,J204325,"Statistics, NumPy, Communication, Excel","Deep Learning, Java, NumPy, Pandas",4,4,1,Low,High School,9,Chennai,ML Engineer
U104326,J204326,"Tableau, Leadership, NumPy, TensorFlow, Excel, NLP","Pandas, Docker, NumPy",6,3,1,Medium,Master,3,Pune,Business Analyst
U104327,J204327,"Pandas, Power BI, Statistics, Data Analysis, Docker, Java, TensorFlow","Statistics, Machine Learning, Python, Leadership",7,4,1,Low,PhD,6,Bangalore,Data Scientist
U104328,J204328,"NumPy, Excel, Machine Learning","Data Analysis, SQL, Excel, TensorFlow",3,4,1,Low,Master,10,Hyderabad,Data Analyst
U104329,J204329,"Leadership, Data Analysis, Kubernetes","Leadership, Power BI, Communication, C++, Data Analysis",3,5,2,Medium,Bachelor,5,Bangalore,DevOps Engineer
U104330,J204330,"Power BI, C++, Machine Learning, Tableau","Leadership, Deep Learning, Power BI, AWS",4,4,1,Low,Bachelor,8,Pune,Business Analyst
U104331,J204331,"TensorFlow, Python, Pandas, Statistics, Deep Learning","Excel, Deep Learning, Tableau, Pandas, Machine Learning, C++",5,6,2,Medium,Bachelor,9,Bangalore,Data Analyst
U104332,J204332,"Pandas, AWS, Excel, Power BI","Python, Leadership, Kubernetes, Power BI, Java, Statistics",4,6,1,Low,High School,0,Mumbai,Data Scientist
U104333,J204333,"Data Analysis, Kubernetes, C++","Power BI, Tableau, AWS, Python",3,4,0,Low,Bachelor,4,Hyderabad,Data Analyst
U104334,J204334,"Excel, Docker, Statistics, Java, Pandas, Leadership","Communication, Deep Learning, NLP, Excel, Power BI, Tableau, Pandas",6,7,2,Low,High School,2,Hyderabad,Business Analyst
U104335,J204335,"NumPy, Communication, Tableau","NumPy, Statistics, Machine Learning, Pandas, Tableau, Leadership",3,6,2,Medium,Bachelor,3,Hyderabad,DevOps Engineer
U104336,J204336,"Docker, Deep Learning, NLP, Excel, AWS, Communication, Statistics","Power BI, Docker, Pandas",7,3,1,Medium,Bachelor,8,Delhi,ML Engineer
U104337,J204337,"Tableau, Power BI, Python, Statistics","Java, Data Analysis, NLP, Power BI",4,4,1,Low,Master,7,Hyderabad,Software Engineer
U104338,J204338,"Statistics, Excel, Power BI","NLP, Communication, AWS, C++",3,4,0,Low,Bachelor,3,Pune,Software Engineer
U104339,J204339,"Communication, NumPy, C++, Pandas, Tableau","NumPy, Machine Learning, Leadership, Deep Learning, Excel",5,5,1,Low,Master,10,Bangalore,Business Analyst
U104340,J204340,"Statistics, SQL, Tableau, NLP","AWS, NumPy, Tableau, Deep Learning, Python, Machine Learning",4,6,1,Low,Master,3,Pune,Software Engineer
U104341,J204341,"Python, NLP, Statistics, Communication","NumPy, Tableau, C++",4,3,0,Low,High School,10,Mumbai,Software Engineer
U104342,J204342,"Leadership, Excel, TensorFlow, Statistics","Deep Learning, Tableau, Excel, Statistics",4,4,2,Medium,Master,10,Hyderabad,Backend Developer
U104343,J204343,"SQL, Kubernetes, Excel","NLP, TensorFlow, Statistics, Power BI, NumPy",3,5,0,Low,High School,9,Mumbai,Backend Developer
U104344,J204344,"Data Analysis, Deep Learning, Communication, SQL, Python, NLP","Machine Learning, Pandas, Statistics",6,3,0,Low,PhD,4,Bangalore,Software Engineer
U104345,J204345,"Deep Learning, Communication, Python","Power BI, Communication, NLP, Excel, NumPy, TensorFlow",3,6,1,Low,PhD,2,Hyderabad,ML Engineer
U104346,J204346,"Machine Learning, Pandas, Excel, Java, AWS, Leadership","Communication, Leadership, TensorFlow, Java, SQL, Data Analysis, Kubernetes",6,7,2,Low,Master,1,Bangalore,ML Engineer
U104347,J204347,"Docker, TensorFlow, AWS, Kubernetes, Java, SQL","Data Analysis, Communication, Statistics, NumPy, NLP, Deep Learning, C++",6,7,0,Low,High School,10,Mumbai,Data Scientist
U104348,J204348,"Python, SQL, NumPy, Tableau, Communication","AWS, Excel, C++, Kubernetes, NLP",5,5,0,Low,Bachelor,8,Hyderabad,Business Analyst
U104349,J204349,"Python, NumPy, SQL, NLP","Deep Learning, Tableau, Communication, Statistics, Excel",4,5,0,Low,PhD,0,Pune,DevOps Engineer
U104350,J204350,"Java, TensorFlow, Docker, Pandas, Machine Learning, NLP","NumPy, Pandas, Python, Leadership, NLP",6,5,2,Medium,Bachelor,1,Delhi,Business Analyst
U104351,J204351,"Leadership, Machine Learning, TensorFlow, Excel, Docker, Deep Learning, Power BI","Power BI, Tableau, Deep Learning, NumPy, Data Analysis",7,5,2,Medium,PhD,4,Pune,DevOps Engineer
U104352,J204352,"Excel, AWS, Statistics","Kubernetes, Excel, Leadership, Java, Docker, SQL, Power BI",3,7,1,Low,PhD,3,Bangalore,Data Scientist
U104353,J204353,"Machine Learning, NLP, Data Analysis, Excel, Java","Power BI, Deep Learning, Leadership, Excel, AWS, NLP",5,6,2,Medium,Master,1,Chennai,Software Engineer
U104354,J204354,"Power BI, NumPy, Java, Deep Learning, Excel","Tableau, Communication, Data Analysis, Java, TensorFlow, Leadership",5,6,1,Low,Master,10,Delhi,Software Engineer
U104355,J204355,"Java, Kubernetes, Machine Learning","Power BI, Excel, Tableau, Leadership, Python, Statistics, Kubernetes",3,7,1,Low,High School,8,Chennai,Backend Developer
U104356,J204356,"SQL, NumPy, Kubernetes","Pandas, Leadership, TensorFlow, Kubernetes, Python, Tableau, Machine Learning",3,7,1,Low,High School,2,Hyderabad,DevOps Engineer
U104357,J204357,"Deep Learning, Communication, Docker, Power BI, SQL, Leadership, Machine Learning","Power BI, SQL, NumPy, Leadership, Docker, Communication, AWS",7,7,5,High,Master,6,Mumbai,ML Engineer
U104358,J204358,"Pandas, Excel, Data Analysis, C++, Java, Docker","Machine Learning, Data Analysis, Java, TensorFlow, Docker, Pandas",6,6,4,Medium,High School,8,Hyderabad,Software Engineer
U104359,J204359,"AWS, Leadership, Excel, Java, Docker","Leadership, Pandas, Excel, Communication, Statistics",5,5,2,Medium,Bachelor,9,Chennai,DevOps Engineer
U104360,J204360,"Leadership, Data Analysis, Statistics, AWS, Java, Docker","Java, Python, Communication, AWS, Power BI",6,5,2,Medium,PhD,10,Pune,Software Engineer
U104361,J204361,"AWS, Data Analysis, Communication, Java, TensorFlow","Excel, Machine Learning, Python, Data Analysis, Kubernetes, Pandas",5,6,1,Low,PhD,10,Mumbai,Data Analyst
U104362,J204362,"Pandas, C++, Docker, Data Analysis, TensorFlow, NumPy, Java","Excel, Communication, Machine Learning, Python, C++, Data Analysis",7,6,2,Medium,Master,10,Mumbai,Data Scientist
U104363,J204363,"Communication, NumPy, TensorFlow","Python, Data Analysis, Deep Learning, AWS",3,4,0,Low,Bachelor,5,Hyderabad,Software Engineer
U104364,J204364,"Kubernetes, Power BI, TensorFlow, Data Analysis, Communication, Deep Learning","Tableau, Kubernetes, NumPy, Docker, Data Analysis, Pandas",6,6,2,Medium,PhD,9,Delhi,Software Engineer
U104365,J204365,"Leadership, Power BI, Communication, Docker, Data Analysis","Leadership, Deep Learning, TensorFlow, NLP, Statistics, Power BI",5,6,2,Medium,Master,4,Bangalore,Business Analyst
U104366,J204366,"Communication, Pandas, Data Analysis","Docker, Tableau, TensorFlow",3,3,0,Low,High School,3,Pune,Backend Developer
U104367,J204367,"Python, Docker, C++, Java, TensorFlow, Leadership, Machine Learning","Data Analysis, Power BI, SQL, Tableau, Pandas, Deep Learning",7,6,0,Low,Master,8,Pune,Backend Developer
U104368,J204368,"Data Analysis, NLP, Machine Learning, Communication, NumPy, Docker, Pandas","NumPy, Excel, Java, Tableau",7,4,1,Low,Bachelor,4,Mumbai,Software Engineer
U104369,J204369,"Pandas, Deep Learning, Python, Leadership, Java, Tableau","Deep Learning, Kubernetes, TensorFlow, Tableau, Machine Learning",6,5,2,Medium,High School,0,Mumbai,Software Engineer
